,question,right_answer,right_chunk,rag_answer,rag_chunks,rag_metas,type,normalized_right_chunk,multiple_chunks,top1,topk,retriv_semantic_sim,exact_match,f1,gen_sim
186,What does Todd suggest to cheer BoJack up?,Throwing a party.,"TODD: Oh, hey, let's throw a party. That'll cheer you up.","The context does not mention Todd suggesting anything to cheer BoJack up. However, Todd's conversation with BoJack is cut off when BoJack uses the blender, and it is implied that Todd is patient and willing to continue the conversation later.","['BOJACK: Todd! I need help.', 'TODD: Hey, BoJack, can I borrow three bucks? I need to buy a scratch-off ticket. I feel like today\'s my day, and if I win, I can finally pay you back for... everything. BOJACK: You want to settle your debt to me with a future lottery winning? That\'s about as responsible a financial plan as your ""alternative lifestyle."" TODD: Exactly! You gotta believe in the dream! By the way, I found your old costumes from \'Horsin\' Around\' in your closet. I thought it\'d be fun to wear them to the... BOJACK: [yelling] No! No one is seeing the ""Bachelor Horse"" costume outside of its allotted display window, which, by the way, was 1996! TODD: Well, I was just thinking. I saw you watching it. It really struck a chord with America. BOJACK: Stop the ""striking chords with America"" talk. Just don\'t touch my stuff. Go make yourself a carrot and vodka smoothie. Oh wait, that\'s what I drink for breakfast.', 'TODD: Today is Wednesday, BoJack.', 'Bojack purposely cuts off Todd with the blender. Todd patiently waits to resume speaking', ""TODD: Hey, BoJack, guess what I found in the mail? A personalized letter from my parents! Maybe they're finally apologizing for kicking me out!""]","[{'role': 'BOJACK', 'chunk': 0, 'tokens': 10, 'source_para': 431}, {'role': 'TODD', 'tokens': 229, 'source_para': 1, 'chunk': 0}, {'chunk': 0, 'source_para': 530, 'role': 'TODD', 'tokens': 11}, {'source_para': 54, 'chunk': 0, 'tokens': 16, 'role': 'UNKNOWN'}, {'source_para': 495, 'role': 'TODD', 'tokens': 35, 'chunk': 0}]",Plot & Motivation,"[""TODD: You're not fat. Oh, hey, let's throw a party. That'll cheer you up.""]",False,0,0,0.27522963285446167,0,0.0,0.18609730899333954
187,Who does BoJack say the party will actually cheer up?,Todd.,"BOJACK: No, it won't. It'll cheer you up.","BoJack says the party will actually cheer up him, not specified who, but based on the context, it is likely to be the UNKNOWN speaker, as they mentioned that BoJack is miserable.","['BOJACK: What party? Why are you so obsessed with throwing a party all of a sudden?', ""BOJACK: Okay, fine. We'll have a party."", ""BOJACK: No, it won't. It'll cheer you up."", ""BOJACK He's so stupid he doesn't realize how miserable he should be. I envy that."", 'BOJACK: Oh, jeez, here we go.']","[{'chunk': 0, 'source_para': 318, 'role': 'BOJACK', 'tokens': 21}, {'tokens': 14, 'source_para': 371, 'role': 'BOJACK', 'chunk': 0}, {'chunk': 0, 'source_para': 215, 'tokens': 16, 'role': 'BOJACK'}, {'role': 'UNKNOWN', 'source_para': 419, 'chunk': 0, 'tokens': 21}, {'tokens': 14, 'source_para': 163, 'chunk': 0, 'role': 'BOJACK'}]",Relationship Dynamics,"[""BOJACK: No, it won't. It'll cheer you up.""]",False,0,1,1.0000001192092896,0,0.0,0.22054946422576904
188,What happens when the Penguin employee lands on the car?,The alarm goes off.,An employee commits suicide and lands on a car cause in the alarm to go off,The alarm goes off when the employee lands on the car.,"['An employee commits suicide and lands on a car cause in the alarm to go off, Pinky shuts the blinds', 'ENT: Penguin HQ', ""I'll slow the car down to a crawl, and you can duck and roll."", 'CHARLIE ROSE: Maybe you should move the car.', 'Penguins are running around slding on their bellies']","[{'role': 'UNKNOWN', 'chunk': 0, 'source_para': 256, 'tokens': 22}, {'chunk': 0, 'role': 'ENT', 'tokens': 4, 'source_para': 252}, {'source_para': 228, 'chunk': 0, 'tokens': 17, 'role': 'UNKNOWN'}, {'role': 'CHARLIE ROSE', 'source_para': 21, 'chunk': 0, 'tokens': 13}, {'source_para': 253, 'role': 'UNKNOWN', 'chunk': 0, 'tokens': 12}]",Plot & Motivation,"['An employee commits suicide and lands on a car cause in the alarm to go off, Pinky shuts the blinds']",False,1,1,1.0,0,0.39999999999999997,0.7422366142272949
189,What does Pinky do when the alarm blares?,He shuts the blinds.,Pinky shuts the blinds,"The context does not explicitly state what Pinky does when the alarm blares. It does mention that the alarm blares when an employee commits suicide and lands on a car, but it does not mention Pinky's action at that moment.","['An employee commits suicide and lands on a car cause in the alarm to go off, Pinky shuts the blinds', 'PINKY: [clears throat]', 'PINKY: This company is in dire straits. [screams] [alarm blares] We made a series of very bad investments.', ""PINKY: You don't have anything?"", ""PINKY: Don't tell me. Tell her!""]","[{'chunk': 0, 'tokens': 22, 'source_para': 256, 'role': 'UNKNOWN'}, {'role': 'PINKY', 'tokens': 9, 'chunk': 0, 'source_para': 81}, {'tokens': 31, 'role': 'PINKY', 'source_para': 257, 'chunk': 0}, {'source_para': 254, 'role': 'PINKY', 'chunk': 0, 'tokens': 10}, {'tokens': 12, 'chunk': 0, 'source_para': 284, 'role': 'PINKY'}]",Plot & Motivation,"['An employee commits suicide and lands on a car cause in the alarm to go off, Pinky shuts the blinds']",False,1,1,1.0,0,0.045454545454545456,0.09825639426708221
190,What does BoJack say to Sarah Lynn on TV about bravery?,She has to be brave because she is a big girl now.,"BOJACK ON TV: ...you're a big girl now, and you have to be brave.","There is no mention of Sarah Lynn in the context or what BoJack says to her about bravery on TV. 

The context only includes a conversation between BoJack and Diane, and a brief mention of Carolyn.","['BOJACK: Diane ""Nugent""?', 'BOJACK: Oh, Diane.', ""BOJACK: This lady probably thinks I'm just some dumb sitcom actor."", 'CAROLYN: BoJack, we need to talk.', 'DIANE: No, BoJack.']","[{'source_para': 276, 'chunk': 0, 'role': 'BOJACK', 'tokens': 10}, {'tokens': 8, 'source_para': 398, 'role': 'BOJACK', 'chunk': 0}, {'source_para': 315, 'role': 'BOJACK', 'tokens': 16, 'chunk': 0}, {'source_para': 112, 'chunk': 0, 'tokens': 12, 'role': 'CAROLYN'}, {'tokens': 8, 'source_para': 438, 'chunk': 0, 'role': 'DIANE'}]",Plot & Motivation,"[""BOJACK ON TV: I know kindergarten is scary, but you're a big girl now, and you have to be brave.""]",False,0,0,0.451710045337677,0,0.125,0.30881181359291077
191,What does Todd confirm about Sabrina?,That she grew up before their eyes.,TODD: Yes!,Todd confirms that Sabrina did grow up.,"['BOJACK: Little Sabrina grew up right before our eyes, right, Todd? Todd? Todd!', 'BOJACK: Did Sabrina grow up before our eyes?', 'TODD: What?', 'TODD: She did.', 'SABRINA: Oh, hey.']","[{'chunk': 0, 'role': 'BOJACK', 'tokens': 22, 'source_para': 270}, {'source_para': 272, 'chunk': 0, 'tokens': 13, 'role': 'BOJACK'}, {'chunk': 0, 'role': 'TODD', 'source_para': 271, 'tokens': 6}, {'tokens': 7, 'chunk': 0, 'source_para': 222, 'role': 'TODD'}, {'tokens': 9, 'chunk': 0, 'role': 'SABRINA', 'source_para': 8}]",Character Identity & Core Facts,['TODD: Yes!'],False,0,0,0.22825542092323303,0,0.14285714285714285,0.39834606647491455
192,"Who is Diane ""Nugent""?",A mispronunciation of Diane Nguyen.,"BOJACK: Diane ""Nugent""?","Diane is referred to as ""Nugent"" but this might be a nickname or an alias, as her full name is ""Diane"".","['BOJACK: Diane ""Nugent""?', ""DIANE: It's Diane."", 'DIANE: Yes.', 'DIANE: Yes.', 'DIANE: Right, but-']","[{'chunk': 0, 'tokens': 10, 'source_para': 276, 'role': 'BOJACK'}, {'chunk': 0, 'role': 'DIANE', 'tokens': 7, 'source_para': 397}, {'role': 'DIANE', 'tokens': 5, 'chunk': 0, 'source_para': 449}, {'role': 'DIANE', 'chunk': 0, 'tokens': 5, 'source_para': 460}, {'chunk': 0, 'tokens': 7, 'source_para': 422, 'role': 'DIANE'}]",Character Identity & Core Facts,"['BOJACK: Diane ""Nugent""?']",False,1,1,1.0000001192092896,0,0.15384615384615385,0.4286964237689972
193,What happens when Pinky touches the swag box?,Electricity crackles.,[electricity crackles],There is no information in the context about Pinky touching a swag box. The context only mentions their conversation about money and a deadline for BoJack's memoirs.,"[""PINKY: You don't have anything?"", ""BOJACK: I'm dating that raccoon editor. Pinky. He smells bad, but he's passionate about slap bracelets."", 'PINKY: Thanks for meeting me here.', 'PINKY: [clears throat]', 'PINKY: Just an issue with the bank and a lack of money in it. Now, as you know, Penguin is very eager to publish your memoirs, but you keep missing your deadlines.']","[{'role': 'PINKY', 'source_para': 254, 'tokens': 10, 'chunk': 0}, {'chunk': 0, 'source_para': 513, 'tokens': 27, 'role': 'BOJACK'}, {'chunk': 0, 'role': 'PINKY', 'source_para': 66, 'tokens': 10}, {'chunk': 0, 'source_para': 81, 'role': 'PINKY', 'tokens': 9}, {'tokens': 41, 'chunk': 0, 'role': 'PINKY', 'source_para': 69}]",Plot & Motivation,"[""ENT: Huge party at Bojack's""]",False,0,0,0.1302458643913269,0,0.0,0.0424157939851284
194,What does BoJack call himself after the meeting with Pinky?,A failure.,"BOJACK: Oh, God, I'm a failure.","Unfortunately, the context doesn't provide any information about BoJack meeting Pinky. However, based on the context, it seems like BoJack is having a conversation, possibly with a friend or someone he knows.

After the meeting with ""who that is"" (which is left unclear), BoJack exclaims, ""Ugh, you know who that is?""","['BOJACK: What?', 'BOJACK: What?', 'BOJACK: What guy?', 'BOJACK: What actions?', 'BOJACK: Ugh, you know who that is?']","[{'source_para': 184, 'role': 'BOJACK', 'chunk': 0, 'tokens': 6}, {'chunk': 0, 'tokens': 6, 'source_para': 223, 'role': 'BOJACK'}, {'chunk': 0, 'tokens': 7, 'source_para': 402, 'role': 'BOJACK'}, {'chunk': 0, 'source_para': 146, 'role': 'BOJACK', 'tokens': 7}, {'chunk': 0, 'role': 'BOJACK', 'tokens': 13, 'source_para': 414}]",Internal Context & Emotional State,"[""BOJACK: Oh, God, I'm a failure.""]",False,0,0,0.2381085306406021,0,0.03773584905660377,0.10544939339160919
195,Why does Todd say BoJack is not a failure?,Because he has an amazing story to tell.,TODD: Because you have an amazing story to tell.,"There is no clear reason in the context why Todd says BoJack is not a failure. Todd simply responds with a denial, ""Oh, you're not a failure."" without any justification or explanation.","[""BOJACK: Oh, God, I'm a failure."", 'TODD: Today is Wednesday, BoJack.', ""TODD: Oh, you're not a failure."", 'BOJACK: Todd, who was that guy? Who are all these people?', 'BOJACK: Todd! I need help.']","[{'tokens': 13, 'chunk': 0, 'role': 'BOJACK', 'source_para': 289}, {'tokens': 11, 'chunk': 0, 'source_para': 530, 'role': 'TODD'}, {'source_para': 290, 'tokens': 12, 'role': 'TODD', 'chunk': 0}, {'source_para': 378, 'chunk': 0, 'role': 'BOJACK', 'tokens': 17}, {'tokens': 10, 'source_para': 431, 'role': 'BOJACK', 'chunk': 0}]",Relationship Dynamics,['TODD: Because you have an amazing story to tell. Relax.'],False,0,0,0.24204841256141663,0,0.0,0.28087127208709717
196,Why has Todd never had a day of stress?,"According to BoJack, because he is a hippie.",BOJACK: ...you hippie. You've never had a day of stress in your life.,This information is not available in the context. There is no mention of Todd having a day of stress.,"['TODD: Why so gloomy, roomie?', 'TODD: What?', 'TODD: Ow. Why?', 'TODD: Extremely.', 'TODD: Because you have an amazing story to tell. Relax.']","[{'tokens': 12, 'chunk': 0, 'role': 'TODD', 'source_para': 44}, {'chunk': 0, 'tokens': 6, 'role': 'TODD', 'source_para': 271}, {'chunk': 0, 'source_para': 295, 'tokens': 8, 'role': 'TODD'}, {'tokens': 6, 'source_para': 534, 'chunk': 0, 'role': 'TODD'}, {'source_para': 292, 'role': 'TODD', 'chunk': 0, 'tokens': 15}]",Relationship Dynamics,"[""BOJACK: Relax? Easy for you to say, you hippie. You've never had a day of stress in your life.""]",False,0,0,0.29655933380126953,0,0.14814814814814814,0.03699234127998352
197,Who shoots the rabbit in the flashback?,The Mob Boss.,Mob Boss shoots rabbit with bag over it's head,"The context does not provide information about who shoots the rabbit with a bag over its head. It only mentions the event itself as a flashback, but the person performing the action is not specified.","[""Mob Boss shoots rabbit with bag over it's head"", 'Flashback to Todd getting beat up by the rhino again', 'Flashback to Bojack puking on someone', 'Flashback to a dark room, Todd is getting pummeled by a rhino', 'PRINCESS CAROLYN: Where is the horse who was supposed to be at the table read?']","[{'role': 'UNKNOWN', 'tokens': 10, 'source_para': 322, 'chunk': 0}, {'chunk': 0, 'role': 'UNKNOWN', 'tokens': 12, 'source_para': 319}, {'source_para': 217, 'chunk': 0, 'tokens': 10, 'role': 'UNKNOWN'}, {'role': 'UNKNOWN', 'tokens': 18, 'chunk': 0, 'source_para': 294}, {'source_para': 544, 'chunk': 0, 'tokens': 21, 'role': 'PRINCESS CAROLYN'}]",Plot & Motivation,"[""Mob Boss shoots rabbit with bag over it's head""]",False,1,1,1.0,0,0.05263157894736842,0.16221874952316284
198,Why does Todd think parties are good?,Because they are fun.,TODD: Because parties are fun?,"Based on the context, Todd thinks parties are good because they are fun, as stated in his first line: ""Because parties are fun?""","['TODD: Because parties are fun?', ""TODD:That was a good party. Hey, didn't we get a cotton candy machine for that party?"", ""DIANE: I don't know. Parties make me anxious in a real broad sense. Like, look at that guy. He's having fun. Why haven't I figured it out?"", 'TODD: Oh, so any party with Mexican teenage girls is a', 'TODD: You secretly have a good heart.']","[{'chunk': 0, 'role': 'TODD', 'tokens': 9, 'source_para': 324}, {'tokens': 24, 'role': 'TODD', 'source_para': 220, 'chunk': 0}, {'tokens': 38, 'chunk': 0, 'source_para': 401, 'role': 'DIANE'}, {'chunk': 0, 'source_para': 381, 'role': 'TODD', 'tokens': 15}, {'source_para': 55, 'tokens': 11, 'chunk': 0, 'role': 'TODD'}]",Internal Context & Emotional State,['TODD: Because parties are fun?'],False,1,1,1.0000001192092896,0,0.22222222222222218,0.393665611743927
199,Does BoJack want to hand his book off to a stranger?,No.,BOJACK: I don't want to just hand it off to some stranger.,"Yes, it seems that BoJack initially wants to hand his book off to someone, but later changes his mind when he says ""No?"" after being handed the book.","[""BOJACK: This book is really important to me. I don't want to just hand it off to some stranger."", 'BOJACK: What?', 'BOJACK: What?', 'Hands Bojack a book', 'BOJACK: No?']","[{'tokens': 25, 'source_para': 325, 'chunk': 0, 'role': 'BOJACK'}, {'chunk': 0, 'source_para': 184, 'role': 'BOJACK', 'tokens': 6}, {'tokens': 6, 'source_para': 223, 'role': 'BOJACK', 'chunk': 0}, {'role': 'UNKNOWN', 'tokens': 5, 'source_para': 278, 'chunk': 0}, {'source_para': 437, 'role': 'BOJACK', 'chunk': 0, 'tokens': 6}]",Internal Context & Emotional State,"[""BOJACK: This book is really important to me. I don't want to just hand it off to some stranger.""]",False,1,1,1.0000001192092896,0,0.0,0.1408061385154724
200,What does BoJack smell when he thinks he is dying?,Burning toast.,BOJACK: Toast. I smell burning toast!,"There is no information in the context about BoJack smelling something when he thinks he is dying. The context mentions BoJack tasting something, but it is disappointment, not the smell of something.","[""Bojack gets 'spooked' and begins to panic trampling everything in his path"", 'BOJACK: What?', 'BOJACK: What?', ""BOJACK: Damn it, can't you respect a dying man's wish?"", 'BOJACK: What does that taste like? Disappointment?']","[{'source_para': 149, 'role': 'UNKNOWN', 'tokens': 18, 'chunk': 0}, {'chunk': 0, 'source_para': 184, 'tokens': 6, 'role': 'BOJACK'}, {'tokens': 6, 'source_para': 223, 'chunk': 0, 'role': 'BOJACK'}, {'tokens': 17, 'chunk': 0, 'role': 'BOJACK', 'source_para': 334}, {'role': 'BOJACK', 'tokens': 13, 'source_para': 519, 'chunk': 0}]",Internal Context & Emotional State,['Am I dying? Toast. I smell burning toast!'],False,0,0,0.3635547161102295,0,0.0,0.25819361209869385
201,"Who says ""It never gets easier""?",The Doctor (on TV).,DOCTOR: It doesn't get easier. It never gets easier.,"There is no answer to the question ""Who says 'It never gets easier'"" in the given context. However, the phrase ""It never gets easier"" is not mentioned in the context.","['PIG DOCTOR: Well, can you take it even easier?', 'It was Emily Mortimer.', 'TODD: I get it.', ""TODD: Because my parents kicked me out, and I had nowhere to go, and even though you don't want anyone to know it-"", 'TODD: Morning, sunshine.']","[{'role': 'PIG DOCTOR', 'source_para': 359, 'tokens': 14, 'chunk': 0}, {'source_para': 137, 'chunk': 0, 'tokens': 6, 'role': 'UNKNOWN'}, {'role': 'TODD', 'source_para': 101, 'chunk': 0, 'tokens': 8}, {'source_para': 50, 'role': 'TODD', 'tokens': 30, 'chunk': 0}, {'tokens': 8, 'source_para': 42, 'role': 'TODD', 'chunk': 0}]",Plot & Motivation,"[""Nurse, record the time of death. It doesn't get easier. It never gets easier.""]",False,0,0,0.29910045862197876,0,0.058823529411764705,0.04045190289616585
202,Who cries in the hospital TV scene?,Sabrina.,[Sabrina crying],"In the given context, it's not explicitly stated that anyone cries in the hospital TV scene, but rather ""UNKNOWN"" cries and slams on his desk, and ""SABRINA"" is crying.","['ENT: Hospital on a t.v. screen', ""SABRINA: [both sigh] [Sabrina crying] What I don't What do you mean he's dead?"", 'ENT: Hospital', 'Cries and slams on his desk', 'DIANE: Hey, do you know the story of the dad from The Brady Bunch?']","[{'role': 'ENT', 'source_para': 336, 'chunk': 0, 'tokens': 9}, {'tokens': 26, 'role': 'SABRINA', 'chunk': 0, 'source_para': 339}, {'chunk': 0, 'tokens': 3, 'source_para': 344, 'role': 'ENT'}, {'role': 'UNKNOWN', 'source_para': 261, 'tokens': 8, 'chunk': 0}, {'tokens': 19, 'role': 'DIANE', 'chunk': 0, 'source_para': 420}]",Character Identity & Core Facts,"[""SABRINA: [both sigh] [Sabrina crying] What I don't What do you mean he's dead?""]",False,0,1,1.0,0,0.0,0.4854889214038849
